"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","lowerOrEqual,19.0295"
"smog","numeric","lowerOrEqual,12.4161306784328"
"text_multinomial","numeric","greaterOrEqual,0.00858064458637682"
"text_gaussian","numeric","greaterOrEqual,0.029062585439533"
"text_bernoulli","numeric","greaterOrEqual,2.18952604731094e-12"
"reporter_bugnum","numeric","lowerOrEqual,17.6823361637071"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.9667807896249"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.62025228515267"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956521739130435"
"count_summ_before","numeric","lowerOrEqual,0.84324813040439"
"wordsDiff","numeric","lowerOrEqual,-0.0556643223389983"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.97012642538175"
"collab_betweenness","numeric","lowerOrEqual,0.262854609929078"
"collab_closeness","numeric","lowerOrEqual,0.406976744186047"
"collab_eigen_vector","numeric","lowerOrEqual,0.415078358336773"
"collab_in_degree","numeric","greaterOrEqual,23.2697795908898"
