"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,48.5169766503356"
"colemanlieu","numeric","lowerOrEqual,12.4386"
"text_bernoulli","numeric","lowerOrEqual,2.03048249118128e-30"
"text_complement","numeric","greaterOrEqual,0.157674158125042"
"reporter_recent_bugnum","numeric","lowerOrEqual,1.52556365507189"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,35.593514688313"
"assignee_recent_bugnum","numeric","lowerOrEqual,7"
"count_summ_before","numeric","lowerOrEqual,1"
"sp_sprint","numeric","lowerOrEqual,4.16136096185073"
