"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.98989141592756"
"colemanlieu","numeric","greaterOrEqual,15.654"
"smog","numeric","lowerOrEqual,13.4659596494111"
"text_gaussian","numeric","lowerOrEqual,0.431033204542473"
"text_bernoulli","numeric","greaterOrEqual,1.14244686169862e-08"
"text_complement","numeric","greaterOrEqual,0.164683546703535"
"reporter_bugnum","numeric","greaterOrEqual,19.3791806381196"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.99176422948949"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.941012613566067"
"assignee_bugnum","numeric","lowerOrEqual,14.8187542152591"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.08233975316398"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.941119820941285"
"count_summ_before","numeric","lowerOrEqual,0.570042617386207"
"wordsDiff","numeric","lowerOrEqual,-0.325621278956532"
"sp_diff","numeric","lowerOrEqual,-0.198904233053327"
"collab_betweenness","numeric","greaterOrEqual,0.360067572681955"
"collab_closeness","numeric","lowerOrEqual,0.481132075471698"
"collab_in_degree","numeric","lowerOrEqual,23.7977990442887"
"collab_kcore","numeric","lowerOrEqual,1.96494104177691"
