"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.10564090823755"
"lix","numeric","lowerOrEqual,47.3636363636364"
"text_gaussian","numeric","greaterOrEqual,0.0332926523406059"
"text_bernoulli","numeric","lowerOrEqual,0.00934325128989462"
"text_complement","numeric","greaterOrEqual,0.440488303988817"
"reporter_bugnum","numeric","lowerOrEqual,19.6141836736351"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.75457754801027"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.859652076055128"
"assignee_recent_bugnum","numeric","lowerOrEqual,2.87054842058569"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.850840730148347"
"count_comment_before","numeric","lowerOrEqual,-0.0727875898592174"
"count_summ_before","numeric","lowerOrEqual,0.862852539285086"
"wordsDiff","numeric","lowerOrEqual,18"
"sp_diff","numeric","lowerOrEqual,-3"
"collab_betweenness","numeric","greaterOrEqual,0.428731181893461"
"collab_closeness","numeric","greaterOrEqual,0.813091848986041"
"collab_in_degree","numeric","greaterOrEqual,6.08571282890625"
