"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.9141602550323"
"colemanlieu","numeric","greaterOrEqual,13.9585077454604"
"text_multinomial","numeric","greaterOrEqual,0.0340641717205855"
"text_gaussian","numeric","greaterOrEqual,5.80258283249843e-314"
"text_bernoulli","numeric","greaterOrEqual,4.37167362054187e-05"
"reporter_bugnum","numeric","greaterOrEqual,70.3236626079306"
"reporter_recent_bugnum","numeric","greaterOrEqual,18.344089665683"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910984251747407"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.98236534185708"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.868396431642616"
"count_summ_before","numeric","lowerOrEqual,0.52369555272162"
"wordsDiff","numeric","lowerOrEqual,-0.00754309096373618"
"sp_diff","numeric","lowerOrEqual,-0.24771485850215"
"sp_sprint","numeric","lowerOrEqual,2.98175631463528"
"collab_closeness","numeric","greaterOrEqual,0.527375261226553"
"collab_kcore","numeric","lowerOrEqual,1.99396722111851"
"collab_out_degree","numeric","greaterOrEqual,21.1764066438191"
