"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,53.6666666666667"
"colemanlieu","numeric","greaterOrEqual,15.1305955854336"
"text_multinomial","numeric","greaterOrEqual,0.0504778359917345"
"text_gaussian","numeric","greaterOrEqual,4.52049232752551e-128"
"text_bernoulli","numeric","greaterOrEqual,0.00055004634856085"
"reporter_bugnum","numeric","greaterOrEqual,52.006324525224"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0168858063407"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908164209745939"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.98796145059168"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907249412083912"
"count_summ_before","numeric","lowerOrEqual,1.16528093023226"
"wordsDiff","numeric","lowerOrEqual,-0.030708544421941"
"sp_diff","numeric","lowerOrEqual,-0.122834177687764"
"sp_sprint","numeric","greaterOrEqual,4.00458036921918"
"collab_betweenness","numeric","greaterOrEqual,0.300296356696735"
"collab_closeness","numeric","lowerOrEqual,0.474706722119075"
"collab_in_degree","numeric","greaterOrEqual,15.0335975177586"
"collab_kcore","numeric","lowerOrEqual,1.9988549076952"
