"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,18.6517646860898"
"smog","numeric","greaterOrEqual,12.6116343404863"
"text_multinomial","numeric","greaterOrEqual,0.0059189638286533"
"text_gaussian","numeric","greaterOrEqual,0.0113997600274161"
"text_bernoulli","numeric","greaterOrEqual,1.41907404025462e-14"
"reporter_bugnum","numeric","greaterOrEqual,17.6660414151847"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.972721729446448"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.93484748271294"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957295868483378"
"count_summ_before","numeric","greaterOrEqual,0.0366766580846161"
"wordsDiff","numeric","lowerOrEqual,-0.109383178409189"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.93860482145101"
"collab_betweenness","numeric","greaterOrEqual,0.264150943396226"
"collab_closeness","numeric","lowerOrEqual,0.402985074626866"
"collab_eigen_vector","numeric","greaterOrEqual,0.408250799574529"
"collab_in_degree","numeric","greaterOrEqual,23.3846813258715"
