"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.7136529958031"
"colemanlieu","numeric","greaterOrEqual,14.1862651316407"
"text_multinomial","numeric","greaterOrEqual,0.0321010251180626"
"text_gaussian","numeric","lowerOrEqual,0.518924760632217"
"text_bernoulli","numeric","greaterOrEqual,1.58120902849775e-05"
"reporter_bugnum","numeric","greaterOrEqual,68.1419843385229"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.3234437881038"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910855146732504"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.953149468638"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.866829332744897"
"count_summ_before","numeric","lowerOrEqual,0.532415051944554"
"wordsDiff","numeric","lowerOrEqual,-0.0342283137142658"
"sp_diff","numeric","lowerOrEqual,-0.379674950614572"
"sp_sprint","numeric","lowerOrEqual,2.99765112670138"
"collab_closeness","numeric","lowerOrEqual,0.528096470730128"
"collab_kcore","numeric","lowerOrEqual,1.89047855581157"
"collab_out_degree","numeric","greaterOrEqual,21.039277844131"
