"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00096309720539"
"flesch","numeric","lowerOrEqual,50.4708"
"lix","numeric","greaterOrEqual,50.595450530325"
"text_gaussian","numeric","greaterOrEqual,4.24584994459996e-308"
"text_bernoulli","numeric","greaterOrEqual,0.00403666030027732"
"text_complement","numeric","greaterOrEqual,0.318223949763682"
"reporter_bugnum","numeric","greaterOrEqual,47.2136841081083"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.99649571045302"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848727382455223"
"assignee_bugnum","numeric","lowerOrEqual,36.7826798411552"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99366937833838"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872317093607659"
"count_summ_before","numeric","lowerOrEqual,0.68836562265642"
"wordsDiff","numeric","lowerOrEqual,-0.00426190998405218"
"sp_diff","numeric","lowerOrEqual,-0.019391925772652"
"collab_betweenness","numeric","lowerOrEqual,0.545237751549628"
"collab_closeness","numeric","greaterOrEqual,0.750844762361209"
"collab_kcore","numeric","lowerOrEqual,1.98835819005035"
"collab_out_degree","numeric","lowerOrEqual,21.9971498746891"
