"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,18.8042717328202"
"smog","numeric","greaterOrEqual,12.5186131986111"
"text_multinomial","numeric","greaterOrEqual,0.0092113054275968"
"text_gaussian","numeric","lowerOrEqual,0.52784069115296"
"text_bernoulli","numeric","greaterOrEqual,1.28737639322209e-13"
"reporter_bugnum","numeric","lowerOrEqual,19.8406736403704"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.969720211561902"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.95449571334757"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956695856794434"
"count_summ_before","numeric","greaterOrEqual,0.0337195519823581"
"wordsDiff","numeric","lowerOrEqual,-0.00870556361041963"
"sp_diff","numeric","lowerOrEqual,-0.5"
"sp_sprint","numeric","lowerOrEqual,4.968485458754"
"collab_betweenness","numeric","lowerOrEqual,0.265151515151515"
"collab_closeness","numeric","greaterOrEqual,0.409638554216867"
"collab_eigen_vector","numeric","lowerOrEqual,0.420013729677222"
"collab_in_degree","numeric","greaterOrEqual,23.0536955310963"
