"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,18.8278278114373"
"smog","numeric","lowerOrEqual,12.4817877614462"
"text_multinomial","numeric","greaterOrEqual,0.00487622106926225"
"text_gaussian","numeric","lowerOrEqual,0.512942803557962"
"text_bernoulli","numeric","greaterOrEqual,4.19073206476965e-16"
"reporter_bugnum","numeric","lowerOrEqual,18.7721376121044"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.966391043799829"
"assignee_recent_bugnum","numeric","lowerOrEqual,10.9525623042136"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957329700029643"
"count_summ_before","numeric","greaterOrEqual,0.0387747695203871"
"wordsDiff","numeric","lowerOrEqual,-0.131495580310002"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.89285014756024"
"collab_betweenness","numeric","lowerOrEqual,0.272383420519384"
"collab_closeness","numeric","lowerOrEqual,0.407407407407407"
"collab_eigen_vector","numeric","lowerOrEqual,0.420081506078463"
"collab_in_degree","numeric","greaterOrEqual,23.358487962978"
