"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.6306551545654"
"colemanlieu","numeric","greaterOrEqual,13.9945"
"text_multinomial","numeric","greaterOrEqual,0.0325466257717584"
"text_gaussian","numeric","greaterOrEqual,0.00592699530534446"
"text_bernoulli","numeric","greaterOrEqual,2.35950796433347e-05"
"reporter_bugnum","numeric","lowerOrEqual,75"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.0623153513297"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910820031145381"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.94234978174791"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.868288287295663"
"count_summ_before","numeric","lowerOrEqual,0.575314966030419"
"wordsDiff","numeric","lowerOrEqual,-0.0334523201454431"
"sp_diff","numeric","lowerOrEqual,-0.113029535394162"
"sp_sprint","numeric","greaterOrEqual,3.09920818405226"
"collab_closeness","numeric","lowerOrEqual,0.529768820273253"
"collab_kcore","numeric","lowerOrEqual,1.92373462859541"
"collab_out_degree","numeric","lowerOrEqual,20.9459299619775"
