"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,19.1403"
"smog","numeric","greaterOrEqual,12.5516369638699"
"text_multinomial","numeric","greaterOrEqual,0.00731030103983197"
"text_gaussian","numeric","lowerOrEqual,0.61342128040269"
"text_bernoulli","numeric","greaterOrEqual,2.56073582324281e-12"
"reporter_bugnum","numeric","lowerOrEqual,21.9914720717352"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.967896609580243"
"assignee_recent_bugnum","numeric","greaterOrEqual,10.0920694572851"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957585160722304"
"count_summ_before","numeric","greaterOrEqual,0.0321422216948122"
"wordsDiff","numeric","lowerOrEqual,-0.0392898141872138"
"sp_diff","numeric","lowerOrEqual,0"
"sp_sprint","numeric","lowerOrEqual,4.99620797648095"
"collab_betweenness","numeric","lowerOrEqual,0.272051164873537"
"collab_closeness","numeric","lowerOrEqual,0.397718681769486"
"collab_eigen_vector","numeric","lowerOrEqual,0.416893528056095"
"collab_in_degree","numeric","greaterOrEqual,23.3021165968385"
