"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,19.0878"
"smog","numeric","greaterOrEqual,12.5131276897801"
"text_multinomial","numeric","greaterOrEqual,0.0051932097169693"
"text_gaussian","numeric","lowerOrEqual,0.530575219774619"
"text_bernoulli","numeric","greaterOrEqual,1.01917229465846e-14"
"reporter_bugnum","numeric","greaterOrEqual,16.0514163225889"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.967563247579277"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.18795158760622"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957519601800439"
"count_summ_before","numeric","greaterOrEqual,0.0252822088077664"
"wordsDiff","numeric","lowerOrEqual,-0.0714448168873787"
"sp_diff","numeric","lowerOrEqual,1.98359539872035"
"sp_sprint","numeric","lowerOrEqual,4.98234068229795"
"collab_betweenness","numeric","lowerOrEqual,0.261381935488418"
"collab_closeness","numeric","lowerOrEqual,0.3948693039281"
"collab_eigen_vector","numeric","lowerOrEqual,0.408249617910242"
"collab_in_degree","numeric","greaterOrEqual,23.351183689665"
