"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.2453180779703"
"lix","numeric","lowerOrEqual,49.8796296296296"
"text_gaussian","numeric","greaterOrEqual,0.0659022717736661"
"text_bernoulli","numeric","greaterOrEqual,6.94416294640611e-07"
"text_complement","numeric","greaterOrEqual,0.394933465587854"
"reporter_bugnum","numeric","lowerOrEqual,17"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.92763192998245"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.853682321381307"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.82321705715731"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.832687944984408"
"count_comment_before","numeric","lowerOrEqual,-0.0196437432896346"
"count_summ_before","numeric","lowerOrEqual,1.62821103702299"
"wordsDiff","numeric","lowerOrEqual,32.2823013151065"
"sp_diff","numeric","lowerOrEqual,-1.5"
"collab_betweenness","numeric","greaterOrEqual,0.401515151515151"
"collab_closeness","numeric","greaterOrEqual,0.805330180097371"
"collab_in_degree","numeric","greaterOrEqual,7.12177966581658"
