"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,18.8528"
"smog","numeric","lowerOrEqual,12.3592802853238"
"text_multinomial","numeric","greaterOrEqual,0.0079927476364991"
"text_gaussian","numeric","lowerOrEqual,0.456925343023613"
"text_bernoulli","numeric","greaterOrEqual,4.26105130655934e-12"
"reporter_bugnum","numeric","lowerOrEqual,16.9964557730127"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.972056786485482"
"assignee_recent_bugnum","numeric","lowerOrEqual,10.8985952110961"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957417235564228"
"count_summ_before","numeric","greaterOrEqual,0.0183659452013671"
"wordsDiff","numeric","lowerOrEqual,-0.210712854051962"
"sp_diff","numeric","lowerOrEqual,-0.5"
"sp_sprint","numeric","lowerOrEqual,4.98461932083592"
"collab_betweenness","numeric","lowerOrEqual,0.265656565656566"
"collab_closeness","numeric","greaterOrEqual,0.401149425287356"
"collab_eigen_vector","numeric","lowerOrEqual,0.416028543821007"
"collab_in_degree","numeric","greaterOrEqual,23.0036102456506"
