"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.1785714285714"
"colemanlieu","numeric","greaterOrEqual,15.0117202727437"
"text_multinomial","numeric","greaterOrEqual,0.0384859569305387"
"text_gaussian","numeric","greaterOrEqual,8.06463299261881e-190"
"text_bernoulli","numeric","greaterOrEqual,6.60571629271269e-05"
"reporter_bugnum","numeric","lowerOrEqual,56.5110504408367"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0506741963327"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.906691647735486"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.98797563766129"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.906817468135013"
"count_summ_before","numeric","lowerOrEqual,0.844702163245529"
"wordsDiff","numeric","lowerOrEqual,-0.0286385219078511"
"sp_diff","numeric","lowerOrEqual,-0.186423750361428"
"sp_sprint","numeric","greaterOrEqual,4.01255034608766"
"collab_betweenness","numeric","greaterOrEqual,0.296483900199488"
"collab_closeness","numeric","lowerOrEqual,0.466632374509407"
"collab_in_degree","numeric","greaterOrEqual,15.0331528228708"
"collab_kcore","numeric","lowerOrEqual,1.99520953907631"
