"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,19.1141"
"smog","numeric","lowerOrEqual,12.3592802853238"
"text_multinomial","numeric","greaterOrEqual,0.0056913857766221"
"text_gaussian","numeric","lowerOrEqual,0.480031758546829"
"text_bernoulli","numeric","greaterOrEqual,2.30994934636594e-14"
"reporter_bugnum","numeric","lowerOrEqual,15.7871659779921"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.966165515585449"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.67947966605425"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956521739130435"
"count_summ_before","numeric","greaterOrEqual,0.0499863717705011"
"wordsDiff","numeric","lowerOrEqual,-0.160063461167738"
"sp_diff","numeric","lowerOrEqual,-0.5"
"sp_sprint","numeric","lowerOrEqual,4.900027256459"
"collab_betweenness","numeric","lowerOrEqual,0.261858113151217"
"collab_closeness","numeric","lowerOrEqual,0.399136679581343"
"collab_eigen_vector","numeric","lowerOrEqual,0.408248862735596"
"collab_in_degree","numeric","greaterOrEqual,23.5557328769937"
