"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,53.58656733076"
"colemanlieu","numeric","greaterOrEqual,15.1094197048441"
"text_multinomial","numeric","greaterOrEqual,0.0401427379645324"
"text_gaussian","numeric","greaterOrEqual,6.48581706033003e-170"
"text_bernoulli","numeric","greaterOrEqual,0.0004361058309273"
"reporter_bugnum","numeric","lowerOrEqual,60.8513221219182"
"reporter_recent_bugnum","numeric","lowerOrEqual,11.9677270445973"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908467260567757"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.93675516918302"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.90681337049421"
"count_summ_before","numeric","lowerOrEqual,0.933491469360888"
"wordsDiff","numeric","lowerOrEqual,-0.126268212217838"
"sp_diff","numeric","lowerOrEqual,-0.11825287877582"
"sp_sprint","numeric","greaterOrEqual,4.00582934962586"
"collab_betweenness","numeric","greaterOrEqual,0.302591571648391"
"collab_closeness","numeric","lowerOrEqual,0.463074153206527"
"collab_in_degree","numeric","greaterOrEqual,15.0227432814427"
"collab_kcore","numeric","lowerOrEqual,1.97877055313438"
