"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,18.3145"
"smog","numeric","greaterOrEqual,12.4955230477961"
"text_multinomial","numeric","greaterOrEqual,0.0087429539164096"
"text_gaussian","numeric","lowerOrEqual,0.50227745808661"
"text_bernoulli","numeric","greaterOrEqual,1.06897131068082e-12"
"reporter_bugnum","numeric","greaterOrEqual,16.3694881992415"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974611210890933"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.80047231446952"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.95687940454479"
"count_summ_before","numeric","greaterOrEqual,0.0320294064003974"
"wordsDiff","numeric","lowerOrEqual,-0.230918935965747"
"sp_diff","numeric","lowerOrEqual,-0.5"
"sp_sprint","numeric","lowerOrEqual,4.93577252328396"
"collab_betweenness","numeric","lowerOrEqual,0.264954483467049"
"collab_closeness","numeric","greaterOrEqual,0.403556315060785"
"collab_eigen_vector","numeric","lowerOrEqual,0.412076202545427"
"collab_in_degree","numeric","greaterOrEqual,24.3523344164714"
