"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00095026660711"
"flesch","numeric","lowerOrEqual,51.9421034652956"
"lix","numeric","greaterOrEqual,49.8389830508475"
"text_gaussian","numeric","greaterOrEqual,2.15001103916485e-198"
"text_bernoulli","numeric","greaterOrEqual,0.0058338235541324"
"text_complement","numeric","greaterOrEqual,0.32165412560872"
"reporter_bugnum","numeric","lowerOrEqual,52.9908720154781"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.99588953377679"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848328089183834"
"assignee_bugnum","numeric","lowerOrEqual,38.937200746499"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.98686436121352"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.87233468034881"
"count_summ_before","numeric","lowerOrEqual,0.577844587387517"
"wordsDiff","numeric","lowerOrEqual,-0.152948602568358"
"sp_diff","numeric","lowerOrEqual,-0.0458563137799501"
"collab_betweenness","numeric","lowerOrEqual,0.54300471278738"
"collab_closeness","numeric","greaterOrEqual,0.750064342773773"
"collab_kcore","numeric","lowerOrEqual,1.99663474597037"
"collab_out_degree","numeric","lowerOrEqual,21.9801006172784"
