"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.0018826850494"
"colemanlieu","numeric","lowerOrEqual,14.391"
"text_multinomial","numeric","greaterOrEqual,0.0310727472511082"
"text_gaussian","numeric","lowerOrEqual,0.492700206348673"
"text_bernoulli","numeric","greaterOrEqual,1.97585084210995e-05"
"reporter_bugnum","numeric","greaterOrEqual,76.015504343668"
"reporter_recent_bugnum","numeric","greaterOrEqual,19.9326329585165"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.911082557440787"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.98856161907315"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.86841057235246"
"count_summ_before","numeric","lowerOrEqual,0.642253605881706"
"wordsDiff","numeric","lowerOrEqual,-0.140560877043754"
"sp_diff","numeric","lowerOrEqual,-0.101801998447627"
"sp_sprint","numeric","greaterOrEqual,3.00744130811654"
"collab_closeness","numeric","lowerOrEqual,0.529597248210428"
"collab_kcore","numeric","lowerOrEqual,1.98111409461126"
"collab_out_degree","numeric","greaterOrEqual,21.163478077855"
