"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.0612678360194"
"lix","numeric","lowerOrEqual,46.386992078686"
"text_gaussian","numeric","greaterOrEqual,1.90648003860139e-24"
"text_bernoulli","numeric","greaterOrEqual,0.00323376368562505"
"text_complement","numeric","greaterOrEqual,0.361859743342082"
"reporter_bugnum","numeric","lowerOrEqual,17"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.81151007325388"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.852276260116587"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.250378863886"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.849335345680147"
"count_comment_before","numeric","lowerOrEqual,-0.0194461103528738"
"count_summ_before","numeric","lowerOrEqual,0.718858440639451"
"wordsDiff","numeric","greaterOrEqual,0.0656145492102951"
"sp_diff","numeric","lowerOrEqual,-1"
"collab_betweenness","numeric","greaterOrEqual,0.40952380952381"
"collab_closeness","numeric","greaterOrEqual,0.813884569195044"
"collab_in_degree","numeric","lowerOrEqual,6.96110777929425"
