"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.01191058102995"
"flesch","numeric","lowerOrEqual,51.1959"
"lix","numeric","greaterOrEqual,50.481902201605"
"text_gaussian","numeric","greaterOrEqual,2.61684723187463e-298"
"text_bernoulli","numeric","greaterOrEqual,0.0035571885985578"
"text_complement","numeric","greaterOrEqual,0.32278951687331"
"reporter_bugnum","numeric","greaterOrEqual,46.1486889394"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.99701308365911"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.846100458691252"
"assignee_bugnum","numeric","greaterOrEqual,35.0141984447837"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99702235474251"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872257780750148"
"count_summ_before","numeric","lowerOrEqual,0.712319408310577"
"wordsDiff","numeric","lowerOrEqual,-0.408025380922481"
"sp_diff","numeric","lowerOrEqual,-0.0787481078878045"
"collab_betweenness","numeric","greaterOrEqual,0.544582899251722"
"collab_closeness","numeric","greaterOrEqual,0.750410605857367"
"collab_kcore","numeric","lowerOrEqual,1.9813120951876"
"collab_out_degree","numeric","lowerOrEqual,20.9821588867344"
