"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,18.4556384125421"
"smog","numeric","lowerOrEqual,12.4571063492078"
"text_multinomial","numeric","greaterOrEqual,0.0066923605685294"
"text_gaussian","numeric","lowerOrEqual,0.440033169928938"
"text_bernoulli","numeric","greaterOrEqual,1.54706581982915e-12"
"reporter_bugnum","numeric","lowerOrEqual,14.7439157348126"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.967361395721761"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.61393354204483"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.956521739130435"
"count_summ_before","numeric","lowerOrEqual,0.879889118601568"
"wordsDiff","numeric","lowerOrEqual,-0.020913875894621"
"sp_diff","numeric","lowerOrEqual,-1"
"sp_sprint","numeric","lowerOrEqual,4.87868375750259"
"collab_betweenness","numeric","lowerOrEqual,0.268200365304244"
"collab_closeness","numeric","lowerOrEqual,0.401515151515151"
"collab_eigen_vector","numeric","lowerOrEqual,0.419102486028273"
"collab_in_degree","numeric","greaterOrEqual,23.31704180222"
