"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.00336017692462"
"lix","numeric","greaterOrEqual,46.8055555555556"
"text_gaussian","numeric","greaterOrEqual,3.93070202985933e-13"
"text_bernoulli","numeric","greaterOrEqual,1.38291468911378e-08"
"text_complement","numeric","greaterOrEqual,0.370156187214171"
"reporter_bugnum","numeric","lowerOrEqual,16.5"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.67619451275095"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.861761558200478"
"assignee_recent_bugnum","numeric","lowerOrEqual,3"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.820262574021601"
"count_comment_before","numeric","lowerOrEqual,-0.0259700808674097"
"count_summ_before","numeric","lowerOrEqual,0.697371784597635"
"wordsDiff","numeric","lowerOrEqual,20.5"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.426997712716451"
"collab_closeness","numeric","greaterOrEqual,0.82843137254902"
"collab_in_degree","numeric","greaterOrEqual,7.12201805599034"
