"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"colemanlieu","numeric","greaterOrEqual,18.8528"
"smog","numeric","lowerOrEqual,12.4691118443188"
"text_multinomial","numeric","greaterOrEqual,0.00623722704234555"
"text_gaussian","numeric","greaterOrEqual,0.0322559443302453"
"text_bernoulli","numeric","greaterOrEqual,2.16256704376466e-13"
"reporter_bugnum","numeric","lowerOrEqual,14.6401300246362"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.974292999106064"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.74248126521707"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957276264089657"
"count_summ_before","numeric","greaterOrEqual,0.00275080860592425"
"wordsDiff","numeric","greaterOrEqual,0.00645532575435936"
"sp_diff","numeric","lowerOrEqual,1"
"sp_sprint","numeric","lowerOrEqual,4.99807135201991"
"collab_betweenness","numeric","lowerOrEqual,0.264530866994473"
"collab_closeness","numeric","greaterOrEqual,0.413666569114457"
"collab_eigen_vector","numeric","lowerOrEqual,0.414622875235328"
"collab_in_degree","numeric","lowerOrEqual,22.9862459569704"
