"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.0098039215686"
"colemanlieu","numeric","lowerOrEqual,14.4764539081148"
"text_multinomial","numeric","greaterOrEqual,0.0310829104623471"
"text_gaussian","numeric","lowerOrEqual,0.481748187215999"
"text_bernoulli","numeric","greaterOrEqual,4.05835976583996e-06"
"reporter_bugnum","numeric","greaterOrEqual,73.1870704952162"
"reporter_recent_bugnum","numeric","greaterOrEqual,18.0896614333615"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.911028661935596"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.95941232447512"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.86863821651874"
"count_summ_before","numeric","lowerOrEqual,0.504958348115906"
"wordsDiff","numeric","lowerOrEqual,-0.0143188938964158"
"sp_diff","numeric","lowerOrEqual,-0.250345565378666"
"sp_sprint","numeric","greaterOrEqual,3.02711764210835"
"collab_closeness","numeric","lowerOrEqual,0.528834149939425"
"collab_kcore","numeric","lowerOrEqual,1.9976424286142"
"collab_out_degree","numeric","greaterOrEqual,21.05742406426"
