"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.00295524019748"
"lix","numeric","lowerOrEqual,46.0714285714286"
"text_gaussian","numeric","lowerOrEqual,0.390060291159898"
"text_bernoulli","numeric","greaterOrEqual,5.53849191736933e-05"
"text_complement","numeric","greaterOrEqual,0.386391686114019"
"reporter_bugnum","numeric","lowerOrEqual,18.060498112347"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.88653680030257"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.858598449632991"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.30899209203199"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.850875328053479"
"count_comment_before","numeric","lowerOrEqual,-0.0214656183961779"
"count_summ_before","numeric","lowerOrEqual,0.743124380125664"
"wordsDiff","numeric","lowerOrEqual,24.7561083280016"
"sp_diff","numeric","lowerOrEqual,-1.5"
"collab_betweenness","numeric","greaterOrEqual,0.404433005679238"
"collab_closeness","numeric","greaterOrEqual,0.828061659700286"
"collab_in_degree","numeric","lowerOrEqual,6.97452675108798"
