"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.02269712276757"
"lix","numeric","lowerOrEqual,46.0714285714286"
"text_gaussian","numeric","greaterOrEqual,1.77610144186961e-65"
"text_bernoulli","numeric","greaterOrEqual,2.48647344572856e-07"
"text_complement","numeric","greaterOrEqual,0.395587146409073"
"reporter_bugnum","numeric","lowerOrEqual,17"
"reporter_recent_bugnum","numeric","lowerOrEqual,8"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.853462251515042"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.74757845629938"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.835077198144669"
"count_comment_before","numeric","lowerOrEqual,-0.0113485613837838"
"count_summ_before","numeric","lowerOrEqual,1.96370296215173"
"wordsDiff","numeric","lowerOrEqual,22.5"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.40952380952381"
"collab_closeness","numeric","greaterOrEqual,0.82843137254902"
"collab_in_degree","numeric","lowerOrEqual,6.80109645077027"
