"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.9396995822899"
"colemanlieu","numeric","greaterOrEqual,16.4419"
"smog","numeric","lowerOrEqual,13.4681402107197"
"text_gaussian","numeric","lowerOrEqual,0.458186825853772"
"text_bernoulli","numeric","greaterOrEqual,7.31145497232748e-07"
"text_complement","numeric","greaterOrEqual,0.133103841271838"
"reporter_bugnum","numeric","greaterOrEqual,19.0680317184888"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.98080478934571"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.938642839592013"
"assignee_bugnum","numeric","greaterOrEqual,15.0516176100355"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.02605696301907"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"count_summ_before","numeric","lowerOrEqual,0.682202365249395"
"wordsDiff","numeric","lowerOrEqual,-0.00024833157658577"
"sp_diff","numeric","lowerOrEqual,-0.0135661258827895"
"collab_betweenness","numeric","greaterOrEqual,0.357057170950976"
"collab_closeness","numeric","lowerOrEqual,0.471754629531573"
"collab_in_degree","numeric","lowerOrEqual,23.6609934736043"
"collab_kcore","numeric","lowerOrEqual,1.90005095722154"
