"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","lowerOrEqual,45.8333333333333"
"colemanlieu","numeric","lowerOrEqual,12.3781"
"text_bernoulli","numeric","lowerOrEqual,1.19386724199593e-26"
"text_complement","numeric","greaterOrEqual,0.173267876554596"
"reporter_recent_bugnum","numeric","greaterOrEqual,3.12642099522054"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,33"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.81423577084206"
"count_summ_before","numeric","lowerOrEqual,2.43465452617966"
"sp_sprint","numeric","lowerOrEqual,4.97627371526323"
