"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.97858183109201"
"colemanlieu","numeric","greaterOrEqual,15.9885"
"smog","numeric","greaterOrEqual,13.5254719624924"
"text_gaussian","numeric","lowerOrEqual,0.351669180672616"
"text_bernoulli","numeric","greaterOrEqual,1.44765848892999e-12"
"text_complement","numeric","greaterOrEqual,0.128346323231032"
"reporter_bugnum","numeric","greaterOrEqual,19.9811926416587"
"reporter_recent_bugnum","numeric","greaterOrEqual,5.15295009408146"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.94114202998103"
"assignee_bugnum","numeric","greaterOrEqual,15.4368109917268"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.21896669268608"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.941110271112916"
"count_summ_before","numeric","lowerOrEqual,0.842381104128435"
"wordsDiff","numeric","lowerOrEqual,-0.0214181689079851"
"sp_diff","numeric","lowerOrEqual,-1.02092647668906"
"collab_betweenness","numeric","greaterOrEqual,0.35365310425844"
"collab_closeness","numeric","lowerOrEqual,0.471670375898411"
"collab_in_degree","numeric","lowerOrEqual,23.4675589988474"
"collab_kcore","numeric","lowerOrEqual,1.96038498869166"
