"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00094189564697"
"flesch","numeric","lowerOrEqual,50.9463744619618"
"lix","numeric","greaterOrEqual,50.3854111233988"
"text_gaussian","numeric","greaterOrEqual,9.69351315376926e-232"
"text_bernoulli","numeric","greaterOrEqual,0.00238749336299149"
"text_complement","numeric","greaterOrEqual,0.318880232028865"
"reporter_bugnum","numeric","greaterOrEqual,48.3781905327924"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.98902065493166"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.84885829743974"
"assignee_bugnum","numeric","greaterOrEqual,38.0523342771921"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.98998426040635"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872333124118579"
"count_summ_before","numeric","lowerOrEqual,0.735337277408689"
"wordsDiff","numeric","lowerOrEqual,-0.00697028101421893"
"sp_diff","numeric","lowerOrEqual,-0.0546271461062133"
"collab_betweenness","numeric","greaterOrEqual,0.544118024756715"
"collab_closeness","numeric","greaterOrEqual,0.750089105919592"
"collab_kcore","numeric","lowerOrEqual,1.99026829772629"
"collab_out_degree","numeric","lowerOrEqual,20.9629835509695"
