"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,53.7344924525717"
"colemanlieu","numeric","greaterOrEqual,15.34365"
"text_multinomial","numeric","greaterOrEqual,0.0434170058657032"
"text_gaussian","numeric","greaterOrEqual,5.92634120938324e-12"
"text_bernoulli","numeric","greaterOrEqual,0.0007400234058437"
"reporter_bugnum","numeric","lowerOrEqual,56.9818895573262"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0646768002771"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908333333333333"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.90507388208061"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907350952622796"
"count_summ_before","numeric","lowerOrEqual,0.700478518614545"
"wordsDiff","numeric","lowerOrEqual,-0.011319050565362"
"sp_diff","numeric","lowerOrEqual,-0.636180624365807"
"sp_sprint","numeric","greaterOrEqual,4.02133570797741"
"collab_betweenness","numeric","greaterOrEqual,0.300874125874126"
"collab_closeness","numeric","lowerOrEqual,0.468633862398565"
"collab_in_degree","numeric","greaterOrEqual,15.0483022984117"
"collab_kcore","numeric","lowerOrEqual,1.99760891031474"
