"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.3333333333333"
"colemanlieu","numeric","greaterOrEqual,15.2677428619989"
"text_multinomial","numeric","greaterOrEqual,0.0384275207347244"
"text_gaussian","numeric","greaterOrEqual,0.000170616083778441"
"text_bernoulli","numeric","greaterOrEqual,0.00033604107003144"
"reporter_bugnum","numeric","lowerOrEqual,60.7456574882381"
"reporter_recent_bugnum","numeric","lowerOrEqual,10.9993175356649"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908455797281184"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.95583637640812"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.906642457572911"
"count_summ_before","numeric","lowerOrEqual,0.771835055900738"
"wordsDiff","numeric","lowerOrEqual,-0.0618366142734885"
"sp_diff","numeric","lowerOrEqual,-0.0722427594009787"
"sp_sprint","numeric","greaterOrEqual,4.00320193078369"
"collab_betweenness","numeric","greaterOrEqual,0.300265810070387"
"collab_closeness","numeric","lowerOrEqual,0.463334997292316"
"collab_in_degree","numeric","greaterOrEqual,15.0048021960538"
"collab_kcore","numeric","lowerOrEqual,1.99108718289062"
