"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00194172235206"
"flesch","numeric","lowerOrEqual,50.4876388990522"
"lix","numeric","greaterOrEqual,50.7298406030444"
"text_gaussian","numeric","greaterOrEqual,4.62378700264287e-261"
"text_bernoulli","numeric","greaterOrEqual,0.0043891395774781"
"text_complement","numeric","greaterOrEqual,0.326537797380778"
"reporter_bugnum","numeric","greaterOrEqual,49.0420165848918"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.98793882876635"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.842074583448465"
"assignee_bugnum","numeric","lowerOrEqual,36.9664481030777"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99701070366427"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.871904445557345"
"count_summ_before","numeric","lowerOrEqual,0.674602440558374"
"wordsDiff","numeric","lowerOrEqual,-0.126768339658156"
"sp_diff","numeric","lowerOrEqual,-0.145911560463719"
"collab_betweenness","numeric","greaterOrEqual,0.547832123519367"
"collab_closeness","numeric","greaterOrEqual,0.750157662752"
"collab_kcore","numeric","lowerOrEqual,1.88902106368914"
"collab_out_degree","numeric","lowerOrEqual,21.933662356576"
