"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.0290697674419"
"colemanlieu","numeric","greaterOrEqual,15.2051555200307"
"text_multinomial","numeric","greaterOrEqual,0.0388403972906152"
"text_gaussian","numeric","greaterOrEqual,0.002884735702537"
"text_bernoulli","numeric","greaterOrEqual,0.0001057629875755"
"reporter_bugnum","numeric","lowerOrEqual,58.52887637401"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0648549674079"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.907858734389279"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.97627471201122"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907398127389055"
"count_summ_before","numeric","lowerOrEqual,0.994254966964945"
"wordsDiff","numeric","lowerOrEqual,-0.00911490758880973"
"sp_diff","numeric","lowerOrEqual,-0.023077885620296"
"sp_sprint","numeric","greaterOrEqual,4.02390388515778"
"collab_betweenness","numeric","lowerOrEqual,0.295194100769755"
"collab_closeness","numeric","greaterOrEqual,0.464627614891114"
"collab_in_degree","numeric","greaterOrEqual,15.0186480535194"
"collab_kcore","numeric","lowerOrEqual,1.99488390586339"
