"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,46.9189342403628"
"colemanlieu","numeric","lowerOrEqual,12.48805"
"text_bernoulli","numeric","greaterOrEqual,3.37018192539311e-23"
"text_complement","numeric","greaterOrEqual,0.179128687149624"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.17019537347369"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,40"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.89711971743964"
"count_summ_before","numeric","greaterOrEqual,0.0237262565642595"
"sp_sprint","numeric","lowerOrEqual,4.90509497374296"
