"varname","cls","rule"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.06838028365746"
"lix","numeric","greaterOrEqual,46.0714285714286"
"text_gaussian","numeric","greaterOrEqual,1.33064979132392e-85"
"text_bernoulli","numeric","greaterOrEqual,0.000246639208578113"
"text_complement","numeric","greaterOrEqual,0.407585993163057"
"reporter_bugnum","numeric","lowerOrEqual,16.8690028628334"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.87296777591109"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.857882561853866"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.85053785797209"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.836703605967664"
"count_comment_before","numeric","lowerOrEqual,-0.0677973385900259"
"count_summ_before","numeric","lowerOrEqual,0.618117685196921"
"wordsDiff","numeric","lowerOrEqual,15.9786762516014"
"sp_diff","numeric","lowerOrEqual,-1.5"
"collab_betweenness","numeric","greaterOrEqual,0.400493709252347"
"collab_closeness","numeric","greaterOrEqual,0.82843137254902"
"collab_in_degree","numeric","greaterOrEqual,7.43167114257812"
