"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.1911764705882"
"colemanlieu","numeric","greaterOrEqual,15.0028084575711"
"text_multinomial","numeric","greaterOrEqual,0.0375335238885916"
"text_gaussian","numeric","lowerOrEqual,0.515856770100072"
"text_bernoulli","numeric","greaterOrEqual,0.0001500975307447"
"reporter_bugnum","numeric","lowerOrEqual,57.9723880006932"
"reporter_recent_bugnum","numeric","lowerOrEqual,10.98514792067"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.907840988133103"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.95052905939519"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907325799774555"
"count_summ_before","numeric","lowerOrEqual,1.03681764518842"
"wordsDiff","numeric","lowerOrEqual,-0.0543559989891946"
"sp_diff","numeric","lowerOrEqual,-0.0804840722121298"
"sp_sprint","numeric","greaterOrEqual,4.01115127862431"
"collab_betweenness","numeric","greaterOrEqual,0.296614129460841"
"collab_closeness","numeric","lowerOrEqual,0.465573410102018"
"collab_in_degree","numeric","greaterOrEqual,15.0116256694309"
"collab_kcore","numeric","lowerOrEqual,1.99343449273147"
