"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,2.00830217730254"
"flesch","numeric","lowerOrEqual,50.9932077476515"
"lix","numeric","greaterOrEqual,50.0282502656206"
"text_gaussian","numeric","greaterOrEqual,1.10398551840076e-206"
"text_bernoulli","numeric","greaterOrEqual,0.00328514023731822"
"text_complement","numeric","greaterOrEqual,0.325214383462532"
"reporter_bugnum","numeric","lowerOrEqual,47.9164629050065"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.99822830129415"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.841881022956258"
"assignee_bugnum","numeric","lowerOrEqual,37.934946679743"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.9977367380634"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.871574757102709"
"count_summ_before","numeric","lowerOrEqual,0.666884129634127"
"wordsDiff","numeric","lowerOrEqual,-0.103229103144258"
"sp_diff","numeric","lowerOrEqual,-0.103990429383703"
"collab_betweenness","numeric","greaterOrEqual,0.547619047619048"
"collab_closeness","numeric","lowerOrEqual,0.749901944283062"
"collab_kcore","numeric","lowerOrEqual,1.97947363508865"
"collab_out_degree","numeric","greaterOrEqual,21.0637210546993"
