"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","lowerOrEqual,2.96526264166459"
"colemanlieu","numeric","greaterOrEqual,15.7196542693501"
"smog","numeric","greaterOrEqual,13.7631055481298"
"text_gaussian","numeric","greaterOrEqual,0.00866175466217101"
"text_bernoulli","numeric","greaterOrEqual,2.55246516453544e-10"
"text_complement","numeric","greaterOrEqual,0.131620463297608"
"reporter_bugnum","numeric","lowerOrEqual,18.8951272226404"
"reporter_recent_bugnum","numeric","greaterOrEqual,5.02061344590038"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"assignee_bugnum","numeric","greaterOrEqual,15.2512356303632"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.0374240137171"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.939393939393939"
"count_summ_before","numeric","lowerOrEqual,0.694368218304589"
"wordsDiff","numeric","lowerOrEqual,5.6891031563282"
"sp_diff","numeric","lowerOrEqual,-0.0109547032043338"
"collab_betweenness","numeric","greaterOrEqual,0.348963018411156"
"collab_closeness","numeric","lowerOrEqual,0.470587606732306"
"collab_in_degree","numeric","greaterOrEqual,24.1171225821599"
"collab_kcore","numeric","lowerOrEqual,1.9620447489433"
