"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,50.2319359867423"
"colemanlieu","numeric","lowerOrEqual,14.2739"
"text_multinomial","numeric","greaterOrEqual,0.0349940569523034"
"text_gaussian","numeric","greaterOrEqual,1.50104240260999e-76"
"text_bernoulli","numeric","greaterOrEqual,2.70556503691132e-05"
"reporter_bugnum","numeric","greaterOrEqual,79"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.0076929889619"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.911033061235608"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.83999226707965"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.867661747202649"
"count_summ_before","numeric","lowerOrEqual,0.588635618798435"
"wordsDiff","numeric","lowerOrEqual,-0.770505653927103"
"sp_diff","numeric","lowerOrEqual,-0.410561142489314"
"sp_sprint","numeric","lowerOrEqual,2.98532211198471"
"collab_closeness","numeric","lowerOrEqual,0.530908807528613"
"collab_kcore","numeric","lowerOrEqual,1.92627504537813"
"collab_out_degree","numeric","greaterOrEqual,21.130022210069"
