"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"OB","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"colemanlieu","numeric","greaterOrEqual,18.8615241451019"
"smog","numeric","lowerOrEqual,12.4767383983894"
"text_multinomial","numeric","greaterOrEqual,0.0071340780825669"
"text_gaussian","numeric","greaterOrEqual,0.00596693158149719"
"text_bernoulli","numeric","greaterOrEqual,4.22831884766858e-13"
"reporter_bugnum","numeric","lowerOrEqual,15.4491920415312"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.957277899848727"
"assignee_recent_bugnum","numeric","lowerOrEqual,9.84683510055766"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.957535378492671"
"count_summ_before","numeric","greaterOrEqual,0.0238677263259888"
"wordsDiff","numeric","lowerOrEqual,-0.156004781601951"
"sp_diff","numeric","lowerOrEqual,0.91117768373806"
"sp_sprint","numeric","lowerOrEqual,4.99198539694771"
"collab_betweenness","numeric","lowerOrEqual,0.261297889061581"
"collab_closeness","numeric","lowerOrEqual,0.407711387497471"
"collab_eigen_vector","numeric","lowerOrEqual,0.414813415340599"
"collab_in_degree","numeric","lowerOrEqual,22.8468351005577"
