"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.19244626630098"
"lix","numeric","greaterOrEqual,45.5316667081154"
"text_gaussian","numeric","greaterOrEqual,1.09205845985528e-20"
"text_bernoulli","numeric","greaterOrEqual,0.000344023315992045"
"text_complement","numeric","greaterOrEqual,0.439405031103401"
"reporter_bugnum","numeric","lowerOrEqual,17.5"
"reporter_recent_bugnum","numeric","lowerOrEqual,7.95887814066373"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.860505444523878"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.9013973553665"
"assignee_stable_sp_rate","numeric","greaterOrEqual,0.814982049891518"
"count_comment_before","numeric","lowerOrEqual,-0.11651896010153"
"count_summ_before","numeric","lowerOrEqual,0.740554898045957"
"wordsDiff","numeric","lowerOrEqual,17"
"sp_diff","numeric","lowerOrEqual,-3"
"collab_betweenness","numeric","greaterOrEqual,0.403807274211629"
"collab_closeness","numeric","greaterOrEqual,0.825918528470485"
"collab_in_degree","numeric","greaterOrEqual,7.1250098538585"
