"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.047619047619"
"colemanlieu","numeric","greaterOrEqual,15.0929507708812"
"text_multinomial","numeric","greaterOrEqual,0.0410388372713265"
"text_gaussian","numeric","lowerOrEqual,0.485330967581831"
"text_bernoulli","numeric","greaterOrEqual,0.00035150857818195"
"reporter_bugnum","numeric","lowerOrEqual,58.8696360257454"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.034887973452"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908171553962434"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.87105843378231"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907094565315302"
"count_summ_before","numeric","lowerOrEqual,0.978017310611904"
"wordsDiff","numeric","lowerOrEqual,-0.19987953058444"
"sp_diff","numeric","lowerOrEqual,-0.218402182683349"
"sp_sprint","numeric","greaterOrEqual,4.00099100731313"
"collab_betweenness","numeric","greaterOrEqual,0.295442908346134"
"collab_closeness","numeric","lowerOrEqual,0.475848126210204"
"collab_in_degree","numeric","greaterOrEqual,15.0052206255496"
"collab_kcore","numeric","lowerOrEqual,1.98990949662402"
