"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.8924811262292"
"colemanlieu","numeric","lowerOrEqual,14.3968"
"text_multinomial","numeric","greaterOrEqual,0.0374966245299998"
"text_gaussian","numeric","lowerOrEqual,0.532855813624337"
"text_bernoulli","numeric","greaterOrEqual,7.21815579200212e-05"
"reporter_bugnum","numeric","greaterOrEqual,71.032937085256"
"reporter_recent_bugnum","numeric","greaterOrEqual,18.0875251060352"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.911012834092006"
"assignee_recent_bugnum","numeric","lowerOrEqual,4.88928262889385"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.867885059988868"
"count_summ_before","numeric","lowerOrEqual,0.646998635493219"
"wordsDiff","numeric","lowerOrEqual,-0.0425338107161224"
"sp_diff","numeric","lowerOrEqual,-0.105174638098106"
"sp_sprint","numeric","greaterOrEqual,3.01281523285434"
"collab_closeness","numeric","lowerOrEqual,0.526624051045027"
"collab_kcore","numeric","lowerOrEqual,1.99727828288451"
"collab_out_degree","numeric","greaterOrEqual,21.0282485997304"
