"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.3561403508772"
"colemanlieu","numeric","greaterOrEqual,15.2190575340632"
"text_multinomial","numeric","greaterOrEqual,0.0470052866806309"
"text_gaussian","numeric","greaterOrEqual,3.74407612088186e-86"
"text_bernoulli","numeric","greaterOrEqual,0.0001374294688793"
"reporter_bugnum","numeric","lowerOrEqual,56.9030421660282"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0063257329166"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908568820883508"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.98917313572019"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907290369549875"
"count_summ_before","numeric","lowerOrEqual,0.857247377745807"
"wordsDiff","numeric","lowerOrEqual,-0.0207978978287429"
"sp_diff","numeric","lowerOrEqual,-0.108125842176378"
"sp_sprint","numeric","greaterOrEqual,4.01315025240183"
"collab_betweenness","numeric","greaterOrEqual,0.296031746031746"
"collab_closeness","numeric","lowerOrEqual,0.467036443258015"
"collab_in_degree","numeric","greaterOrEqual,15.0394507572055"
"collab_kcore","numeric","lowerOrEqual,1.99536521569826"
