"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,44.7222222222222"
"colemanlieu","numeric","lowerOrEqual,11.7859"
"text_bernoulli","numeric","lowerOrEqual,3.31915421172397e-22"
"text_complement","numeric","greaterOrEqual,0.166424767946797"
"reporter_recent_bugnum","numeric","greaterOrEqual,3.11524129565805"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,38.0857119956054"
"assignee_recent_bugnum","numeric","greaterOrEqual,10.2974220705219"
"count_summ_before","numeric","lowerOrEqual,0.559183076722547"
"sp_sprint","numeric","lowerOrEqual,4.7441698112525"
