"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,53.7120798377684"
"colemanlieu","numeric","greaterOrEqual,15.2979183171215"
"text_multinomial","numeric","greaterOrEqual,0.0437234968427072"
"text_gaussian","numeric","greaterOrEqual,6.03032382238037e-21"
"text_bernoulli","numeric","greaterOrEqual,0.0001437897899462"
"reporter_bugnum","numeric","greaterOrEqual,57.0500423361082"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0315475712996"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908579187211667"
"assignee_recent_bugnum","numeric","greaterOrEqual,7.01250407379121"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.907333749000582"
"count_summ_before","numeric","lowerOrEqual,1.02407011482865"
"wordsDiff","numeric","lowerOrEqual,-0.0281462960410863"
"sp_diff","numeric","lowerOrEqual,-0.0198944238945842"
"sp_sprint","numeric","greaterOrEqual,4.00441478402354"
"collab_betweenness","numeric","greaterOrEqual,0.295760603438435"
"collab_closeness","numeric","lowerOrEqual,0.471686037514187"
"collab_in_degree","numeric","greaterOrEqual,15.0080644660629"
"collab_kcore","numeric","lowerOrEqual,1.99593821819872"
