"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,53.9322065015313"
"colemanlieu","numeric","greaterOrEqual,15.0286"
"text_multinomial","numeric","greaterOrEqual,0.0413731415607876"
"text_gaussian","numeric","greaterOrEqual,5.74550541982267e-119"
"text_bernoulli","numeric","greaterOrEqual,0.000133443716923074"
"reporter_bugnum","numeric","lowerOrEqual,56.8257773583755"
"reporter_recent_bugnum","numeric","lowerOrEqual,10.7370561524294"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.90854453117545"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.97192048747092"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.906920865711816"
"count_summ_before","numeric","lowerOrEqual,0.853594335378148"
"wordsDiff","numeric","lowerOrEqual,-0.0153944806661457"
"sp_diff","numeric","lowerOrEqual,-0.0367824654094875"
"sp_sprint","numeric","greaterOrEqual,4.10642225062475"
"collab_betweenness","numeric","greaterOrEqual,0.295965962142433"
"collab_closeness","numeric","lowerOrEqual,0.466084392081458"
"collab_in_degree","numeric","lowerOrEqual,14.9533819479402"
"collab_kcore","numeric","lowerOrEqual,1.98859642981552"
