"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.7455062568292"
"colemanlieu","numeric","greaterOrEqual,15.2115"
"text_multinomial","numeric","greaterOrEqual,0.0414906707601615"
"text_gaussian","numeric","lowerOrEqual,0.512198660289869"
"text_bernoulli","numeric","greaterOrEqual,0.0007970338523887"
"reporter_bugnum","numeric","lowerOrEqual,61.8542978204787"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.0040809984785"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908237246487279"
"assignee_recent_bugnum","numeric","lowerOrEqual,7.70628433674574"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.90733699137182"
"count_summ_before","numeric","lowerOrEqual,0.944608090096153"
"wordsDiff","numeric","lowerOrEqual,-0.0191804110072553"
"sp_diff","numeric","lowerOrEqual,-0.421067723073065"
"sp_sprint","numeric","greaterOrEqual,4.01151044317521"
"collab_betweenness","numeric","greaterOrEqual,0.300642832322613"
"collab_closeness","numeric","lowerOrEqual,0.46640812970757"
"collab_in_degree","numeric","greaterOrEqual,15.0258557547349"
"collab_kcore","numeric","lowerOrEqual,1.99689795356244"
