"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,49.7343009638976"
"colemanlieu","numeric","greaterOrEqual,13.988"
"text_multinomial","numeric","greaterOrEqual,0.0307432490369395"
"text_gaussian","numeric","greaterOrEqual,1.37528578252864e-74"
"text_bernoulli","numeric","greaterOrEqual,1.31852175007557e-05"
"reporter_bugnum","numeric","greaterOrEqual,71.5387249998748"
"reporter_recent_bugnum","numeric","lowerOrEqual,19.7769653005525"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.910828401354347"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.68310005986132"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.867576695684757"
"count_summ_before","numeric","lowerOrEqual,0.636113335378468"
"wordsDiff","numeric","lowerOrEqual,-0.0398514394182712"
"sp_diff","numeric","lowerOrEqual,-0.345568594057113"
"sp_sprint","numeric","greaterOrEqual,3.02559759025462"
"collab_closeness","numeric","greaterOrEqual,0.529364456152155"
"collab_kcore","numeric","lowerOrEqual,1.9968940068502"
"collab_out_degree","numeric","lowerOrEqual,20.9142631106079"
