"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.99747953284532"
"colemanlieu","numeric","greaterOrEqual,15.937"
"smog","numeric","greaterOrEqual,13.5221867444459"
"text_gaussian","numeric","lowerOrEqual,0.516298924572766"
"text_bernoulli","numeric","greaterOrEqual,3.09887045916384e-12"
"text_complement","numeric","greaterOrEqual,0.150922010067387"
"reporter_bugnum","numeric","lowerOrEqual,18.9107731839176"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.94389389292337"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.940805243264105"
"assignee_bugnum","numeric","lowerOrEqual,14.8228454473428"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.94457965856418"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.940692340065947"
"count_summ_before","numeric","lowerOrEqual,0.694189576432109"
"wordsDiff","numeric","lowerOrEqual,-0.134650935186073"
"sp_diff","numeric","lowerOrEqual,0.264424728648737"
"collab_betweenness","numeric","greaterOrEqual,0.357277033662417"
"collab_closeness","numeric","greaterOrEqual,0.481851817548617"
"collab_in_degree","numeric","lowerOrEqual,23.6772159230895"
"collab_kcore","numeric","lowerOrEqual,1.97987676598132"
