"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","lowerOrEqual,2.94903930695727"
"colemanlieu","numeric","greaterOrEqual,15.937"
"smog","numeric","lowerOrEqual,13.2279847494184"
"text_gaussian","numeric","lowerOrEqual,0.570014253607951"
"text_bernoulli","numeric","greaterOrEqual,3.02334161013176e-08"
"text_complement","numeric","greaterOrEqual,0.145645166210368"
"reporter_bugnum","numeric","greaterOrEqual,18.0744050643407"
"reporter_recent_bugnum","numeric","lowerOrEqual,4.99591947929002"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.939252913576748"
"assignee_bugnum","numeric","greaterOrEqual,15.0556286070496"
"assignee_recent_bugnum","numeric","greaterOrEqual,3.08875384507701"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.939244099463174"
"count_summ_before","numeric","lowerOrEqual,0.711970797507092"
"wordsDiff","numeric","lowerOrEqual,-0.0185576200019568"
"sp_diff","numeric","lowerOrEqual,-0.563230530358851"
"collab_betweenness","numeric","greaterOrEqual,0.359267224393269"
"collab_closeness","numeric","lowerOrEqual,0.481434871577123"
"collab_in_degree","numeric","lowerOrEqual,22.9833330442198"
"collab_kcore","numeric","lowerOrEqual,1.93711849860847"
