"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"firststorypoints","numeric","greaterOrEqual,3.17087667062879"
"lix","numeric","lowerOrEqual,48.2773685394775"
"text_gaussian","numeric","lowerOrEqual,0.487211474217474"
"text_bernoulli","numeric","greaterOrEqual,8.17403301318439e-06"
"text_complement","numeric","greaterOrEqual,0.385236291399755"
"reporter_bugnum","numeric","lowerOrEqual,16.7560080103576"
"reporter_recent_bugnum","numeric","lowerOrEqual,9.92805405613035"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.847063378320108"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.998689211905"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.850972600488199"
"count_comment_before","numeric","lowerOrEqual,-0.246339387726039"
"count_summ_before","numeric","lowerOrEqual,0.499426337773912"
"wordsDiff","numeric","lowerOrEqual,0.753660612273961"
"sp_diff","numeric","lowerOrEqual,-1.5"
"collab_betweenness","numeric","greaterOrEqual,0.428571428571428"
"collab_closeness","numeric","greaterOrEqual,0.807601894358409"
"collab_in_degree","numeric","greaterOrEqual,7.04364960291423"
