"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","lowerOrEqual,46.0625"
"colemanlieu","numeric","lowerOrEqual,12.1603"
"text_bernoulli","numeric","lowerOrEqual,8.0773994927716e-17"
"text_complement","numeric","greaterOrEqual,0.18468685459105"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.33263708534651"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.980769230769231"
"assignee_bugnum","numeric","lowerOrEqual,33.5"
"assignee_recent_bugnum","numeric","lowerOrEqual,8.95236258674413"
"count_summ_before","numeric","lowerOrEqual,1.57077117171139"
"sp_sprint","numeric","lowerOrEqual,4.27537047676742"
