"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,54.1928977245834"
"colemanlieu","numeric","greaterOrEqual,15.0267"
"text_multinomial","numeric","greaterOrEqual,0.0522254478091934"
"text_gaussian","numeric","greaterOrEqual,2.27754244403108e-275"
"text_bernoulli","numeric","greaterOrEqual,0.00022675814238055"
"reporter_bugnum","numeric","lowerOrEqual,60.4720434362534"
"reporter_recent_bugnum","numeric","greaterOrEqual,11.105998551473"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.908541109600609"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.91828571818769"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.90740515866109"
"count_summ_before","numeric","lowerOrEqual,0.821941794943996"
"wordsDiff","numeric","lowerOrEqual,-0.0884300768375397"
"sp_diff","numeric","lowerOrEqual,-0.12461800663732"
"sp_sprint","numeric","greaterOrEqual,4.00120811350644"
"collab_betweenness","numeric","greaterOrEqual,0.295653384535125"
"collab_closeness","numeric","lowerOrEqual,0.455477516412396"
"collab_in_degree","numeric","greaterOrEqual,15.038167398423"
"collab_kcore","numeric","lowerOrEqual,1.99969797162339"
