"varname","cls","rule"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,3.04228335060179"
"lix","numeric","greaterOrEqual,47.875"
"text_gaussian","numeric","greaterOrEqual,1.29239620757982e-18"
"text_bernoulli","numeric","greaterOrEqual,5.055334252439e-05"
"text_complement","numeric","greaterOrEqual,0.426023194540067"
"reporter_bugnum","numeric","lowerOrEqual,18.4158532172441"
"reporter_recent_bugnum","numeric","greaterOrEqual,10.0125566073693"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.847884509081567"
"assignee_recent_bugnum","numeric","greaterOrEqual,4.55943239107728"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.832941820827761"
"count_comment_before","numeric","lowerOrEqual,-0.123947865096852"
"count_summ_before","numeric","lowerOrEqual,0.356245956616476"
"wordsDiff","numeric","lowerOrEqual,2"
"sp_diff","numeric","lowerOrEqual,-2"
"collab_betweenness","numeric","greaterOrEqual,0.430212197717852"
"collab_closeness","numeric","greaterOrEqual,0.82843137254902"
"collab_in_degree","numeric","lowerOrEqual,6.90724142966792"
