"varname","cls","rule"
"has_TESTCASE","factor","TRUE:FALSE,FALSE:TRUE"
"has_ATTACHMENT","factor","TRUE:FALSE,FALSE:TRUE"
"has_CODE","factor","TRUE:FALSE,FALSE:TRUE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"EB","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:FALSE,FALSE:TRUE"
"LINK","factor","TRUE:FALSE,FALSE:TRUE"
"lix","numeric","greaterOrEqual,47.25"
"colemanlieu","numeric","greaterOrEqual,12.25745"
"text_bernoulli","numeric","greaterOrEqual,1.77423578323864e-26"
"text_complement","numeric","greaterOrEqual,0.167117209833941"
"reporter_recent_bugnum","numeric","greaterOrEqual,2.07958744652569"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.971153846153846"
"assignee_bugnum","numeric","greaterOrEqual,45.5"
"assignee_recent_bugnum","numeric","greaterOrEqual,9.28312305826694"
"count_summ_before","numeric","greaterOrEqual,0.217470482457429"
"sp_sprint","numeric","lowerOrEqual,4.85501967836171"
