"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:FALSE,FALSE:TRUE"
"STEP","factor","TRUE:TRUE,FALSE:FALSE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"lix","numeric","greaterOrEqual,50.9372889512451"
"colemanlieu","numeric","lowerOrEqual,14.3068"
"text_multinomial","numeric","greaterOrEqual,0.0349136718097252"
"text_gaussian","numeric","greaterOrEqual,1.28645263252191e-194"
"text_bernoulli","numeric","greaterOrEqual,3.25552902455723e-05"
"reporter_bugnum","numeric","lowerOrEqual,73.7072022189386"
"reporter_recent_bugnum","numeric","greaterOrEqual,20.0514461111743"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.911017768554549"
"assignee_recent_bugnum","numeric","lowerOrEqual,3.95202807965688"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.864939217634786"
"count_summ_before","numeric","lowerOrEqual,0.502713204477914"
"wordsDiff","numeric","lowerOrEqual,-0.160115024773404"
"sp_diff","numeric","lowerOrEqual,-0.146643111482263"
"sp_sprint","numeric","lowerOrEqual,2.99770539929159"
"collab_closeness","numeric","lowerOrEqual,0.528196943256487"
"collab_kcore","numeric","lowerOrEqual,1.98484000307508"
"collab_out_degree","numeric","greaterOrEqual,21.0422604847699"
