"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00481110997498"
"flesch","numeric","lowerOrEqual,50.8337909711386"
"lix","numeric","greaterOrEqual,50.5766696557403"
"text_gaussian","numeric","greaterOrEqual,2.13910177899375e-154"
"text_bernoulli","numeric","greaterOrEqual,0.0044082542631885"
"text_complement","numeric","greaterOrEqual,0.322630197273784"
"reporter_bugnum","numeric","lowerOrEqual,49.9845877662301"
"reporter_recent_bugnum","numeric","lowerOrEqual,8.99970983713865"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848546745948526"
"assignee_bugnum","numeric","lowerOrEqual,38.9964251928031"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.99969891039655"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.872164196170638"
"count_summ_before","numeric","lowerOrEqual,0.648590008611791"
"wordsDiff","numeric","lowerOrEqual,-0.101757088908926"
"sp_diff","numeric","lowerOrEqual,-0.0545573299750686"
"collab_betweenness","numeric","lowerOrEqual,0.545949604653541"
"collab_closeness","numeric","greaterOrEqual,0.750004769319244"
"collab_kcore","numeric","lowerOrEqual,1.996814557584"
"collab_out_degree","numeric","lowerOrEqual,21.9924156677444"
