"varname","cls","rule"
"has_TESTCASE","factor","TRUE:TRUE,FALSE:FALSE"
"has_ATTACHMENT","factor","TRUE:TRUE,FALSE:FALSE"
"has_CODE","factor","TRUE:TRUE,FALSE:FALSE"
"has_STACK","factor","TRUE:TRUE,FALSE:FALSE"
"STEP","factor","TRUE:FALSE,FALSE:TRUE"
"TASK","factor","TRUE:TRUE,FALSE:FALSE"
"LINK","factor","TRUE:TRUE,FALSE:FALSE"
"firststorypoints","numeric","greaterOrEqual,2.00309178140014"
"flesch","numeric","lowerOrEqual,51.0169531040505"
"lix","numeric","greaterOrEqual,50.1555506173197"
"text_gaussian","numeric","greaterOrEqual,2.02199799316769e-316"
"text_bernoulli","numeric","greaterOrEqual,0.0057119720257448"
"text_complement","numeric","greaterOrEqual,0.326634669671582"
"reporter_bugnum","numeric","lowerOrEqual,48.7218045983464"
"reporter_recent_bugnum","numeric","greaterOrEqual,9.00488616945222"
"reporter_stable_sp_rate","numeric","lowerOrEqual,0.848769155006353"
"assignee_bugnum","numeric","lowerOrEqual,36.9375566304661"
"assignee_recent_bugnum","numeric","lowerOrEqual,6.98208411037922"
"assignee_stable_sp_rate","numeric","lowerOrEqual,0.871223159072337"
"count_summ_before","numeric","lowerOrEqual,0.62582437414676"
"wordsDiff","numeric","lowerOrEqual,-0.239243913209066"
"sp_diff","numeric","lowerOrEqual,-0.0026789999101311"
"collab_betweenness","numeric","lowerOrEqual,0.543863434493787"
"collab_closeness","numeric","greaterOrEqual,0.750556663717973"
"collab_kcore","numeric","lowerOrEqual,1.97414324083365"
"collab_out_degree","numeric","lowerOrEqual,20.9494739896618"
